MonthYear;Tipo Operação;Regional;OV;Operação;;hybris_customer_id;tipo_promo;nome_padrao_promo;promo_id;promotion_name;order_origin;SKU;SUB MARCA;PACKTYPE;SABOR;Faturamento;Volume HL;Volume CX
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310151;WE0031015101-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 271;X328-T-014A000167;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;306.8;0.15839999999999999;2.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310151;WE0031015101-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 271;X328-T-014A000167;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;904994.0;HEINEKEN;LONG NECK 330ML;PILSEN HEINEKEN;153.39;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310151;WE0031015101-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 271;X328-T-014A000167;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;113.28;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310152;WE0031015201-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 261;X328-T-014A000168;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;585.53;0.31679999999999997;4.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310152;WE0031015201-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 261;X328-T-014A000168;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;904994.0;HEINEKEN;LONG NECK 330ML;PILSEN HEINEKEN;146.38;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310152;WE0031015201-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 261;X328-T-014A000168;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;113.07;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310166;WE0031016601-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 271;X328-T-014A000167;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;149.16;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310166;WE0031016601-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 271;X328-T-014A000167;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;110.15;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310167;WE0031016701-CO328;COMBO;Combo HNK_LN + HNK00_LN;X328-T-016A000198;COMBO HEINEKEN 330ML+HEINEKEN 0.0 330ML POR 263,36;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;131.68;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310169;WE0031016901-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 271;X328-T-014A000167;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;144.79;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328310169;WE0031016901-CO328;PRODUTO QUALIFICADO;Compre (HNK_LN e HNK_SHOT) e ganhe 11% de desconto no carrinho até R$ 271;X328-T-014A000167;COMPRE 1 CX DE HNK 330ML + 1 CX DE HNK 250ML E GANHE 30,00 DE DESCONTO! desconto: 11%;HEISHOP;905291.0;HEINEKEN;SHOT;PILSEN;106.92;0.06;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328320122;WE0032012201-CO328;COMBO;Combo AMS_LN + HNK_LN;X328-T-016A000201;COMBO HEINEKEN 330ML+ AMSTEL 355ML POR 167,12;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;125.26;0.07919999999999999;1.0
2026-08-01 00:00:00;Revenda;MG/GO;X328;TROPICAL | Ouro Preto;X328320132;WE0032013201-CO328;COMBO;Combo HNK_LN + HNK00_LN;X328-T-016A000198;COMBO HEINEKEN 330ML+HEINEKEN 0.0 330ML POR 263,36;HEISHOP;903478.0;HEINEKEN;LONG NECK 330ML;PILSEN;131.68;0.07919999999999999;1.0
